"ugcodigo";"nroempenho";"nrodocumento";"dataemissao";"categoria_despesa_codigo";"categoria_despesa";"grupo_despesa_codigo";"grupo_despesa";"modalidade_despesa_codigo";"modalidade_despesa";"elemento_despesa_codigo";"elemento_despesa";"nroprocesso";"funcionalprogramatica";"fonterecursocodigo";"especificacao";"credoridentificacao";"licitacao";"valordespesa";"item_despesa_codigo";"item_despesa";"estorno";"origem"
30101;"2026NE000237";"2026LQ000287";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;"030007092026";"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;310456.94;31911320;CONTRIBUIÇÕES PENSIONISTA CIVIL (ART. 23, LEI 3.150/2005);;
30101;"2026NE000330";"2026LQ000514";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;;"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;310456.94;31911320;CONTRIBUIÇÕES PENSIONISTA CIVIL (ART. 23, LEI 3.150/2005);;
30101;"2026NE000237";"2026LQ000287";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;"030007092026";"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;2249348.86;31911319;CONTRIBUIÇÕES -INATIVOS CIVIL (ART. 23, LEI 3.150/2005) ;;
30101;"2026NE000235";"2026LQ000285";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;"030007092026";"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;1485360.26;31911303;MS PREV-PESSOAL CIVIL ;;
30101;"2026NE000236";"2026LQ000286";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;;"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;2229.07;31911303;MS PREV-PESSOAL CIVIL ;;
30101;"2026NE000330";"2026LQ000514";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;;"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;2243915.3;31911319;CONTRIBUIÇÕES -INATIVOS CIVIL (ART. 23, LEI 3.150/2005) ;;
30101;"2026NE000328";"2026LQ000512";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3191;APLICAÇÃO DIRETA DECORRENTE DE OPERAÇÕES ENTRE ÓRGÃOS, FUNDOS E ENTIDADES INTEGR;319113;CONTRIBUIÇÕES PATRONAIS ;"030011262026";"100310101032000220110001";"150000001";LIQUIDACAO;"10306292000149";NÃO APLICA;1485360.26;31911303;MS PREV-PESSOAL CIVIL ;;
30101;"2026NE000053";"2026LQ000187";2026-02-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030000822025";"100310101032000220110001";"150000001";LIQUIDACAO;"11743904000123";PREGÃO;75069.86;33904058;SERVIÇOS DE TELEFONIA FIXA;;
30101;"2026NE000053";"2026LQ000405";2026-03-16;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030000822025";"100310101032000220110001";"150000001";LIQUIDACAO;"11743904000123";PREGÃO;75301.64;33904058;SERVIÇOS DE TELEFONIA FIXA;;
30101;"2026NE000022";"2026LQ000244";2026-02-24;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030000202025";"100310101032000220110001";"150000001";LIQUIDACAO;"11743904000123";PREGÃO;590;33904019;"SERVIÇOS DE INFRAESTRUTURA E GERENCIAMENTO DE COMUNICAÇÃO DE DADOS E REDES
";;
30101;"2026NE000022";"2026LQ000449";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030000202025";"100310101032000220110001";"150000001";LIQUIDACAO;"11743904000123";PREGÃO;590;33904019;"SERVIÇOS DE INFRAESTRUTURA E GERENCIAMENTO DE COMUNICAÇÃO DE DADOS E REDES
";;
30101;"2026NE000229";"2026LQ000282";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3190;APLICAÇÕES DIRETAS;319013;OBRIGAÇÕES PATRONAIS;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"11959090000169";NÃO APLICA;9111.59;31901306;RPPS-MUNICÍPIOS;;
30101;"2026NE000229";"2026LQ000507";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3190;APLICAÇÕES DIRETAS;319013;OBRIGAÇÕES PATRONAIS;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"11959090000169";NÃO APLICA;9111.59;31901306;RPPS-MUNICÍPIOS;;
30101;"2026NE000113";"2026LQ000564";2026-04-13;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030008542025";"100310101032000220110001";"150000001";LIQUIDACAO;"12423787000183";PREGÃO;218426.26;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000006";"2026LQ000445";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030006272025";"100310101032000220110001";"150000001";LIQUIDACAO;"12423787000183";PREGÃO;90627.69;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000006";"2026LQ000446";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"12423787000183";PREGÃO;-90627.69;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000112";"2026LQ000352";2026-03-10;4;DESPESAS DE CAPITAL;44;INVESTIMENTOS;4490;APLICAÇÕES DIRETAS;449040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PESSOA JURÍDICA;"030008542025";"100310101032000220110001";"150000001";LIQUIDACAO;"12423787000183";PREGÃO;159780.85;44904001;DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARES;;
30101;"2026NE000113";"2026LQ000351";2026-03-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030008542025";"100310101032000220110001";"150000001";LIQUIDACAO;"12423787000183";PREGÃO;110786.62;33904079;SERVIÇO DE SUPORTE A USUÁRIO E DE INFRAESTRUTURA DE TIC;;
30101;"2026NE000052";"2026LQ000302";2026-03-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030007902023";"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;3025.6;33904097;DESPESA DE TELEPROCESSAMENTO;;
30101;"2026NE000021";"2026LQ000424";2026-03-18;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;426.59;33904015;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;
30101;"2026NE000255";"2026LQ000303";2026-03-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339047;OBRIGAÇÕES TRIBUTÁRIAS E CONTRIBUTIVAS;"030001222026";"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;31.67;33904715;MULTAS --CONTRATOS COM PJ ;;
30101;"2026NE000020";"2026LQ000334";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;5150.47;33904015;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;
30101;"2026NE000052";"2026LQ000435";2026-03-24;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;3025.6;33904097;DESPESA DE TELEPROCESSAMENTO;;
30101;"2026NE000021";"2026LQ000555";2026-04-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030008132025";"100310101032000220110001";"150000001";LIQUIDACAO;"33683111000107";DISPENSA;435.95;33904015;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;
30101;"2026NE000107";"2026LQ000143";2026-02-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030001902026";"100310101032000220110001";"150000001";LIQUIDACAO;"34888640068";NÃO APLICA;-465;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000227";"2026LQ000253";2026-02-26;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030002202026";"100310101032000220110001";"150000001";LIQUIDACAO;"34888640068";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000130";"2026LQ000378";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030009352025";"100310101032000220110001";"150000001";LIQUIDACAO;"35486862000150";DISPENSA;30884;33904011;DESPESAS COM LICENÇAS DE USO DE SOFTWARE DE PROCESSAMENTO DE DADOS. (LICENÇAS);;
30101;"2026NE000023";"2026LQ000173";2026-02-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;"030004002025";"100310101032000220110001";"150000001";LIQUIDACAO;"35964939000150";PREGÃO;31587.2;33903007;GÊNEROS DE ALIMENTAÇÃO;;
30101;"2026NE000023";"2026LQ000363";2026-03-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;"030004002025";"100310101032000220110001";"150000001";LIQUIDACAO;"35964939000150";PREGÃO;29902.9;33903007;GÊNEROS DE ALIMENTAÇÃO;;
30101;"2026NE000014";"2026LQ000359";2026-03-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030007462025";"100310101032000220110001";"150000001";LIQUIDACAO;"34367871000160";DISPENSA;972.94;33904013;CERTIFICAÇÃO DIGITAL;;
30101;"2026NE000087";"2026LQ000436";2026-03-24;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"35473014001260";PREGÃO;56247.33;33904011;DESPESAS COM LICENÇAS DE USO DE SOFTWARE DE PROCESSAMENTO DE DADOS. (LICENÇAS);;
30101;"2026NE000262";"2026LQ000367";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030004952026";"100310101032000220110001";"150000001";LIQUIDACAO;"36607770134";NÃO APLICA;3173;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000266";"2026LQ000338";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030007912026";"100310101032000220110001";"150000001";LIQUIDACAO;"36616907104";NÃO APLICA;1162.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000080";"2026LQ000145";2026-02-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339040;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-PESSOA JURÍDICA;"030009612025";"100310101032000220110001";"150000001";LIQUIDACAO;"38597881000142";DISPENSA;16800;33904013;CERTIFICAÇÃO DIGITAL;;
30101;"2026NE000353";"2026LQ000541";2026-04-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339036;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;"030013442026";"100310101032000220110001";"150000001";LIQUIDACAO;"39030954191";NÃO APLICA;2092.5;33903602;DIÁRIAS Á COLABORADORES EVENTUAIS NO PAÍS;;
30101;"2026NE000250";"2026LQ000313";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005402026";"100310101032000220110001";"150000001";LIQUIDACAO;"39344592187";NÃO APLICA;4008;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000178";"2026LQ000162";2026-02-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030003842026";"100310101032000220110001";"150000001";LIQUIDACAO;"46453490153";NÃO APLICA;1162.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000125";"2026LQ000516";2026-03-31;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3190;APLICAÇÕES DIRETAS;319007;CONTRIBUIÇÃO A ENTIDADES FECHADAS DE PREVIDÊNCIA	;;"100310101032000220110001";"150000001";LIQUIDACAO;"48307728000197";NÃO APLICA;8273.9;31900701;CONTRIBUIÇÃO PATRONAL PREVIDÊNCIA PRIVADA ;;
30101;"2026NE000125";"2026LQ000289";2026-02-27;3;DESPESAS CORRENTES;31;PESSOAL E ENCARGOS SOCIAIS;3190;APLICAÇÕES DIRETAS;319007;CONTRIBUIÇÃO A ENTIDADES FECHADAS DE PREVIDÊNCIA	;"030000022026";"100310101032000220110001";"150000001";LIQUIDACAO;"48307728000197";NÃO APLICA;8273.89;31900701;CONTRIBUIÇÃO PATRONAL PREVIDÊNCIA PRIVADA ;;
30101;"2026NE000143";"2026LQ000381";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"000000842026";"100310101032000220110001";"150000001";LIQUIDACAO;"50093592191";SUPRIMENTO;-2.36;33903975;SUPRIMENTO DE FUNDOS;;
30101;"2026NE000298";"2026LQ000415";2026-03-17;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;;"100310101032000220110001";"150000001";LIQUIDACAO;"50093592191";SUPRIMENTO;21236;33903975;SUPRIMENTO DE FUNDOS;;
30101;"2026NE000297";"2026LQ000406";2026-03-16;4;DESPESAS DE CAPITAL;44;INVESTIMENTOS;4490;APLICAÇÕES DIRETAS;449052;EQUIPAMENTOS E MATERIAL PERMANENTE;;"100310101032000220110001";"150000001";LIQUIDACAO;"50093592191";SUPRIMENTO;940;44905296;SUPRIMENTO DE FUNDOS;;
30101;"2026NE000238";"2026LQ000290";2026-02-27;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339036;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;"030006962026";"100310101032000220110001";"150000001";LIQUIDACAO;"51906856168";NÃO APLICA;697.5;33903602;DIÁRIAS Á COLABORADORES EVENTUAIS NO PAÍS;;
30101;"2026NE000307";"2026LQ000452";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"51106922115";NÃO APLICA;2338;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000257";"2026LQ000569";2026-04-14;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339030;MATERIAL DE CONSUMO;;"100310101032000220110001";"150000001";LIQUIDACAO;"54167555000151";PREGÃO;1584;33903007;GÊNEROS DE ALIMENTAÇÃO;;
30101;"2026NE000348";"2026LQ000543";2026-04-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"54228697100";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000198";"2026LQ000209";2026-02-19;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030000912026";"100310101032000220110001";"150000001";LIQUIDACAO;"55735770187";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000217";"2026LQ000238";2026-02-23;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005322026";"100310101032000220110001";"150000001";LIQUIDACAO;"55735770187";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000217";"2026LQ000331";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005322026";"100310101032000220110001";"150000001";LIQUIDACAO;"55735770187";NÃO APLICA;-2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000283";"2026LQ000387";2026-03-12;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030008572026";"100310101032000220110001";"150000001";LIQUIDACAO;"55735770187";NÃO APLICA;1627.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000216";"2026LQ000237";2026-02-23;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"61540978168";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000334";"2026LQ000521";2026-03-31;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030008732026";"100310101032000220110001";"150000001";LIQUIDACAO;"61540978168";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000197";"2026LQ000208";2026-02-19;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030000912026";"100310101032000220110001";"150000001";LIQUIDACAO;"61540978168";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000216";"2026LQ000330";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005322026";"100310101032000220110001";"150000001";LIQUIDACAO;"61540978168";NÃO APLICA;-2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000253";"2026LQ000314";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030006262026";"100310101032000220110001";"150000001";LIQUIDACAO;"66648904372";NÃO APLICA;3173;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000173";"2026LQ000151";2026-02-05;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339039;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;"000003352026";"100310101032000220110001";"150000001";LIQUIDACAO;"66648904372";SUPRIMENTO;21192;33903975;SUPRIMENTO DE FUNDOS;;
30101;"2026NE000248";"2026LQ000317";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030006602026";"100310101032000220110001";"150000001";LIQUIDACAO;"65272447115";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000275";"2026LQ000372";2026-03-11;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030007812026";"100310101032000220110001";"150000001";LIQUIDACAO;"65272447115";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000248";"2026LQ000459";2026-03-27;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030006602026";"100310101032000220110001";"150000001";LIQUIDACAO;"65272447115";NÃO APLICA;-465;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000310";"2026LQ000455";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030008072026";"100310101032000220110001";"150000001";LIQUIDACAO;"69473145187";NÃO APLICA;2338;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000221";"2026LQ000240";2026-02-23;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"69659249187";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000251";"2026LQ000319";2026-03-06;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030006782026";"100310101032000220110001";"150000001";LIQUIDACAO;"69659249187";NÃO APLICA;2092.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000192";"2026LQ000212";2026-02-19;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030002082026";"100310101032000220110001";"150000001";LIQUIDACAO;"69659249187";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000221";"2026LQ000343";2026-03-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005172026";"100310101032000220110001";"150000001";LIQUIDACAO;"69659249187";NÃO APLICA;-2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000335";"2026LQ000522";2026-03-31;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030008732026";"100310101032000220110001";"150000001";LIQUIDACAO;"69659249187";NÃO APLICA;2557.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000184";"2026LQ000181";2026-02-10;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030004882026";"100310101032000220110001";"150000001";LIQUIDACAO;"70180091115";NÃO APLICA;697.5;33901401;DIÁRIAS NO ESTADO;;
30101;"2026NE000351";"2026LQ000542";2026-04-09;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"70180091115";NÃO APLICA;3173;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000306";"2026LQ000453";2026-03-25;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;"030005042026";"100310101032000220110001";"150000001";LIQUIDACAO;"71452010110";NÃO APLICA;3173;33901414;DIÁRIAS NO PAÍS;;
30101;"2026NE000285";"2026LQ000413";2026-03-17;3;DESPESAS CORRENTES;33;OUTRAS DESPESAS CORRENTES;3390;APLICAÇÕES DIRETAS;339014;DIÁRIAS - CIVIL;;"100310101032000220110001";"150000001";LIQUIDACAO;"70180091115";NÃO APLICA;3173;33901414;DIÁRIAS NO PAÍS;;
